,P20865_126_S107_L004,P20865_122_S103_L004,P20865_114_S95_L004,P20865_113_S94_L004,P20865_105_S86_L004,P20865_102_S83_L004,P20865_120_S101_L004,P20865_135_S116_L004,P20865_139_S120_L004,P20865_131_S112_L004,P20865_112_S93_L004,P20865_134_S115_L004,P20865_144_S125_L004,P20865_111_S92_L004,P20865_171_S152_L004,P20865_141_S122_L004,P20865_130_S111_L004,P20865_151_S132_L004,P20865_153_S134_L004,P20865_132_S113_L004,P20865_110_S91_L004,P20865_115_S96_L004,P20865_125_S106_L004,P20865_109_S90_L004,P20865_160_S141_L004,P20865_155_S136_L004,P20865_107_S88_L004,P20865_161_S142_L004,P20865_129_S110_L004,P20865_119_S100_L004,P20865_168_S149_L004,P20865_158_S139_L004,P20865_149_S130_L004,P20865_121_S102_L004,P20865_127_S108_L004,P20865_146_S127_L004,P20865_166_S147_L004,P20865_123_S104_L004,P20865_170_S151_L004,P20865_169_S150_L004,P20865_142_S123_L004,P20865_162_S143_L004,P20865_133_S114_L004,P20865_163_S144_L004,P20865_145_S126_L004,P20865_165_S146_L004,P20865_154_S135_L004,P20865_101_S82_L004,P20865_103_S84_L004,P20865_108_S89_L004,P20865_143_S124_L004,P20865_136_S117_L004,P20865_150_S131_L004,P20865_128_S109_L004,P20865_152_S133_L004,P20865_106_S87_L004,P20865_164_S145_L004,P20865_138_S119_L004,P20865_159_S140_L004,P20865_156_S137_L004,P20865_157_S138_L004,P20865_147_S128_L004,P20865_137_S118_L004,P20865_104_S85_L004,P20865_116_S97_L004,P20865_140_S121_L004,P20865_118_S99_L004,P20865_124_S105_L004,P20865_117_S98_L004,P20865_167_S148_L004,P20865_148_S129_L004
msp_1132,0,0,3.57552043678001e-07,0,0,0,0,0,0,0,0,0,0,4.78630344551452e-08,0,0,0,3.03586631890315e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13860072491987e-08,0,1.62057472077017e-08,0,6.04316958907864e-09,0,0,5.53552334313691e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83954313069415e-07,0,6.06838920937812e-08,0,3.83698868967534e-08,1.59837139436906e-06,0,0,0,1.57665799428267e-07,0,0
msp_1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31178961724463e-07,0,0,0,0,0,0,0,3.979145545487e-07,0,0,0,0,0,0,0,0,0,2.6749385131254e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1135,0,4.23631311449842e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55858376006841e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55907500738771e-07,0,0,0,0,0,0,0,0,0,0,0
msp_1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24494160165255e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46699047004617e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56186922438288e-06,0,0,0,0,0,0,0,0,0,0,0
msp_1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32698728738117e-08,0,0,0,0,0,0,0,0,0,0,0,2.41201430173075e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1143,7.00761222742039e-07,2.63719191169138e-07,3.13930947694886e-07,0,0,0,6.77436118793693e-08,0,0,0,1.20811508290808e-07,0,2.33648949754545e-07,0,1.00250777497862e-08,4.4904208766991e-07,0,0,0,0,0,0,0,3.04830467693484e-07,3.56703502253157e-07,1.47093851181852e-07,0,0,2.72466000652129e-07,1.09204178958701e-07,0,1.19158276116963e-08,2.42987698632597e-07,0,0,5.57713322326295e-08,0,5.30805121518969e-07,0,9.96418888164383e-08,0,0,8.41514051528613e-09,0,0,0,0,0,0,0,0,0,0,0,4.38744598487807e-08,0,0,6.59701852656569e-07,0,0,0,1.96762463193498e-08,0,3.54735284726985e-07,1.35448986960368e-07,0,0,0,9.52504232138836e-08,0,1.04335826852433e-07
msp_1145,0,0,0,0,4.01181423899391e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43595062620821e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1200616323736e-08,0,0,0,0,0,0,0,0,0,0,0
msp_1149,0,0,0,0,0,0,0,2.35908401552666e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37189145695272e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93217792346033e-08,0,0,0,0,0,0,0,0,0,0,0
msp_1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35057305030377e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1159,0,0,0,0,0,0,0,0,0,2.24042063835076e-07,0,0,0,0,0,0,5.77348494884297e-08,5.88005515131591e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81916912747468e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23413100396954e-08,0,0,0,0,0
msp_1162,0,1.60920638818625e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73853224483708e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97894671857883e-06,0,0,0,0,0,0,0,0,0,0,0
msp_1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02648406363969e-07,0,0,0,0,0,0,0,0,0,0,0
msp_1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73612313322853e-07,0,0,0,0,0,0,0,0,0,0,0
msp_1171,0,0,0,0,0,0,7.83079217805376e-08,7.3400088956934e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00473491968679e-08,0,4.78972779022343e-08,1.35520798000541e-07,1.03170937240707e-08,0,0,0,0,0,0,0,0,1.39048839234486e-06,0,0,0,0,0,0,0,0,0,0,0,0,2.29912978500091e-07,1.72465931809112e-07,2.44068154779884e-08,0,0,0,0,0,0,0,1.2163244179632e-06,0,0,0,1.17193056218644e-07,0,0
msp_1172,0,0,2.48202099132354e-09,0,0,0,0,0,0,2.28178536400948e-08,0,0,0,0,0,0,0,5.41386485151537e-08,0,5.19812670308421e-09,0,0,8.38790926676341e-09,0,0,0,0,0,0,0,0,1.54118450946174e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00899484956579e-08,0,0,0,0,0,0,0,2.34729340336371e-08,0,0,4.68123702400561e-08,0,0,0,0,0,0,0,0,0
msp_1173c,1.92502379833305e-08,0,1.50171155220019e-07,0,0,0,2.90230493976166e-08,0,0,0,2.64137263215791e-08,0,0,0,1.09012211462403e-08,8.98687502809785e-08,0,0,7.58680711606413e-08,6.77868645096982e-08,1.06958660617468e-07,8.60755455782522e-08,8.45304026421415e-08,0,0,0,0,0,1.36086591095798e-07,0,4.33652240087271e-08,7.07517681923689e-08,1.50985759797682e-07,0,8.03295499867807e-08,0,0,0,1.10889409503345e-08,0,1.79216421814179e-08,2.59696142806806e-08,0,1.05639045501328e-07,1.32695230411809e-07,1.2235750294685e-07,2.26371969139892e-08,0,0,0,0,0,0,0,2.89090371888148e-08,0,4.386037332005e-08,4.77120384764772e-08,2.37365227723079e-08,0,0,0,0,0,9.96704702499051e-09,0,0,9.79126106616222e-08,7.04512442521612e-08,1.53985736752018e-07,0
msp_1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65943197920775e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36627106211607e-07,0,0,0,0,0,0,0,0,0,0,0
msp_1177,0,0,5.37456248550681e-08,0,0,0,4.69013908641e-07,0,0,4.05904891793849e-07,2.35152520578737e-07,0,0,3.5770819143648e-07,0,0,2.00355375672141e-07,2.42332879066611e-07,0,1.3700776810272e-07,2.60465910445785e-08,0,0,0,0,3.70277272503905e-07,0,0,0,0,0,0,4.55480219005301e-07,1.54062583591268e-07,0,1.71923602930084e-07,0,0,0,1.12351428596202e-07,0,0,5.44024602693407e-07,0,0,0,3.38301684561665e-08,0,1.98490150869784e-06,0,0,0,0,0,0,0,0,0,0,3.73229677991332e-07,0,2.47951855940045e-07,0,0,5.15408539594621e-08,0,0,0,0,0,0
msp_1180,0,8.45405363338513e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64164856422377e-06,0,0,0,7.68231849560186e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90170466936663e-07,0,0,0,0,0,0,0,0,0,0,0
msp_1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1969719473038e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19478422046871e-08,0,0,0,1.0409901891029e-06,0,0,0,3.32550030466835e-07,0,0,0,0,0,0,0,0
msp_1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19705948063398e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49785939054857e-06,0,0,0,0,0,0,0,0,0,0,0,0
msp_1183,0,0,0,0,0,1.93200585791047e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1185,0,4.58639188415235e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31183947702532e-07,0,0,0,0,0,0,0,0,0,0,0,8.60293746720194e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1188,0,1.94344478460903e-08,0,0,0,0,1.48471502676257e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06148940338236e-08,0,0,0,0,4.70981509431425e-08,0,0,0,0,0,0,0,1.31037323209627e-07,0,6.20809342451326e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6250857574324e-08,0,0,0,0,0,0,0,0,0
msp_1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92590618985956e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89145838380425e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.265913463327e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16345678817439e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1197,0,0,0,3.82214278254125e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69841407874059e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47401219046278e-07,0,1.87672728849355e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12818392298797e-07,0,0,0,0,0,0,0,0,0
msp_1200,0,2.19503745739578e-06,0,2.72409309850344e-05,0,0,1.05876238614781e-07,0,0,0,0,0,0,0,0,0,0,8.52240448531072e-08,0,0,0,0,3.06420658798117e-08,0,0,0,0,0,5.49842819005234e-08,0,0,0,0,2.24192857750739e-08,0,0,0,1.50152173150326e-06,0,0,3.36357899029187e-08,0,0,0,0,0,0,0,0,0,0.000243816497509121,0,0,0,0,0,0,4.36422439377497e-08,0,0,0,0,0,5.19027239318585e-08,0,0,0,0,0,0,0
msp_1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49631526255272e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1202,0,0,0,0,3.53216091438645e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17597100209255e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50859955141626e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61612191351205e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64154216826295e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66803556420422e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60633564618214e-06,0,0,0,0,0,0,0,0,0,0,0
msp_1213,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17107269074605e-08,0,0,2.53122218669093e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1217,0,0,0,0,0,0,0,2.31631708674867e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2140490952671e-07,0,0,0,0,0,0,0,1.4870431604728e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1219,1.26664452231483e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78203956115685e-07,0,0,2.38770855238025e-07,1.00092100614435e-08,0,0,4.64503776151664e-07,7.85943670306279e-09,4.1842137554454e-08,0,0,0,3.54348018230413e-08,0,3.53922723273715e-08,0,0,0,0,0,0,0,5.29744706941085e-08,0,0,0,0,0,0,0,4.53270715561248e-08,0,0,0,0,0,0,0,0,8.97152537287196e-09,0,0,0,7.1272970889431e-08,0,0,0,2.69523145948061e-07,0,0
msp_1220,0,0,0,0,0,0,3.64505297587356e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.495142493693e-06,0,0,0,0,0,0,0,1.58352815537594e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23630684972784e-08,0,0,0,0,0,0,0,0,0,0,0,3.04003116496644e-07,0,0,0,0,0,0,0,0,1.01146342800644e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84773238545438e-08,0,0,0,0,0,0,0,0,0,0,0
msp_1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97693308278534e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58261221616274e-06,0,0,0,0,0,0,0,0,0,0,0
msp_1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67916536186844e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1922758161232e-06,0,0,0,0,0,0,0,0,0,0,0
msp_1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28464493736262e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84049904417684e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03080304424647e-07,0,0,0,0,0,0,0,0,0,0,0
msp_1236,2.77317210320602e-07,8.83133840537115e-08,1.53752885770238e-08,0,0,0,0,0,0,0,0,0,0,0,3.37976269801779e-08,0,0,0,0,0,0,0,0,2.58810517102379e-07,3.85489654976177e-07,1.50664709062319e-07,0,0,2.11882121227029e-07,5.6249302630956e-08,0,1.74628673664201e-08,1.42039855919783e-07,1.59080255526819e-07,0,8.88465999743831e-08,0,1.64073998735245e-07,7.84859975855105e-09,3.23858349648717e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1809664207667e-08,7.51641289246531e-08,0,0,0,0,1.21042139141857e-08,0,7.22101111237777e-08,0,4.90772463406158e-08,1.07145985449929e-07,8.58281070938643e-08,0,0,0,0,9.93157875520326e-08
msp_1238,0,0,2.99568435829983e-08,0,0,0,0,0,0,1.61029590597939e-07,5.53974349701984e-08,0,0,3.18683765053603e-08,0,0,3.16809257034142e-08,4.91760518593118e-08,0,1.60960489966225e-08,0,0,0,0,0,0,0,0,0,0,0,2.1084462632562e-08,1.0679095869767e-08,0,0,0,0,0,0,3.01432892676502e-08,4.68670567716182e-08,0,2.12328508610409e-08,0,0,0,0,0,4.25565676579012e-08,0,0,0,0,0,4.66002799450356e-08,0,0,0,4.69056768517392e-08,5.18703988959112e-08,0,0,0,0,0,0,0,0,1.85505305213941e-08,0,0
msp_1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13916703779121e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83602416832479e-05,0,0,0,0,0,0,0,0,0,0,0
msp_1244,3.11552614879397e-07,1.35978493286654e-06,2.15508277727856e-06,0,0,1.83016012699406e-07,7.43303527398297e-07,3.85946117721793e-07,0,2.93232002222199e-06,5.0302329502559e-07,5.26851609413034e-08,0,0,1.51224859258032e-06,7.13564779779144e-06,1.17459274738633e-06,4.45328384940699e-06,0,5.09422357693095e-07,6.04802623674579e-07,3.41295525312532e-07,7.47595940462867e-07,3.68726677875302e-07,2.06503745851273e-06,1.02919832060771e-06,0,0,1.11883614257822e-06,4.15667680350257e-07,6.30166570102307e-06,1.75244857455385e-06,2.376399194484e-08,6.80733104274163e-07,2.7733082416608e-06,9.05453192196219e-07,0,9.94611381004932e-07,3.17591110573576e-06,6.48497668753332e-08,0,2.59272076845732e-07,1.51354841386671e-06,4.37898750963711e-07,0,5.52954809046735e-07,5.66071936898378e-07,0,7.76420590462883e-08,9.12212658644374e-06,9.25933420483766e-07,2.406062042097e-07,0,1.08007536206839e-06,5.13434921199893e-07,0,7.51520871715705e-07,2.1255602230926e-06,5.878626352264e-06,1.50307253129977e-06,0,1.46754809740089e-06,1.73898119441266e-06,4.99371566976309e-07,1.81199816770305e-06,1.17878550959246e-06,0,3.36784373519963e-08,5.4371741646094e-07,9.91185805622511e-07,5.0206947912808e-08
msp_1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02478277101379e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1247,0,2.56200218577976e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99040548431564e-08,0,5.09711189925963e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1251,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1429532596281e-07,0,0,1.19630996211112e-07,7.15096764189515e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7144175336263e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39150417016613e-08,0,0,0,2.45410023540623e-06,0,0,0,0,0,0,0,0,0,0,0,0
msp_1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10002425556799e-06,0,0,0,0,0,0,0,0,0,0,0
msp_1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40863547273445e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50097657683276e-08,0,1.81917241329491e-07,0,0,0,0,0,0,0,1.08187385359163e-07,0,7.08166157571473e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80177667937634e-08,0,0,0,0,0,0,3.68240515614786e-08,0,0,0,0,0,0,0,0,0
msp_1258,0,5.1080275605721e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3693464899533e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31775229315472e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1263c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00426013420388e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1264c,1.46905687316696e-08,0,0,0,3.41353978570568e-07,3.1059767673703e-07,0,0,0,0,0,0,0,0,0,0,0,0,3.13830517863639e-07,0,0,0,0,0,0,0,0,6.50469899520835e-08,0,0,0,0,0,0,0,1.49685173965327e-08,0,0,4.77992660150854e-08,0,0,3.04169415687525e-08,0,1.54757182758842e-08,0,3.2353428531561e-07,5.04350834894901e-08,0,0,0,0,0,0,0,1.94300118620573e-08,0,1.94894436244472e-06,0,0,0,0,0,0,0,0,0,0,0,0,2.43616195590076e-08,0
msp_1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20428003382505e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35786380846389e-08,0,0,0,0,0
